index,item_id,source,notes,location,value,inventory_date,title,series,type,date_year,medium,signatures_and_writing,condition,category,height,width,depth,size_notes,dimensions,file1,file2,file3,file4,file5,url1,url2,url3,url4,url5
457,AT.P.1081,Aldo foundation,"(probably not a work of art, paint aligns with perforations to ATP 1081)","Rack 15, Shelf 1",,12/09/2014,,,,n.d.,Duco on paper,,,Painting,26,20,,,,"remote:AT.P.1081.jpg
size:4928,3264
DPI:300
JPEG:AT.P.1081_8.jpg",,,,,https://firebasestorage.googleapis.com/v0/b/aldoproduction-a5f43.appspot.com/o/inventory%2FAT.P.1081.jpg?alt=media&token=cc0b2684-2593-48a0-be74-8c4eb46fa4ae,,,,
458,AT.P.1082,Aldo foundation,"""Aldo Tambellini August '62"", erased ""III"" and signature at top, on recto, ""2189"" on verso","Rack 15, Shelf 3",,12/09/2014,,,,1962,Duco on paper,Aldo Tambellini,,Painting,28.5,22.5,,,,"remote:AT.P.1082.jpg
size:4928,3264
DPI:300
JPEG:AT.P.1082_8.jpg",,,,,https://firebasestorage.googleapis.com/v0/b/aldoproduction-a5f43.appspot.com/o/inventory%2FAT.P.1082.jpg?alt=media&token=39f30246-7ab9-4157-b8bf-bb0687bec516,,,,
459,AT.P.1083,Aldo foundation,"""II (B)"" and ""Aldo Tambellini August 12-62"" on recto, ""2212"" on verso","Rack 15, Shelf 3",,12/09/2014,,,,1962,Duco and sand on paper,Aldo Tambellini,,Painting,26,20,,,,"remote:AT.P.1083.jpg
size:4928,3264
DPI:300
JPEG:AT.P.1083_8.jpg",,,,,https://firebasestorage.googleapis.com/v0/b/aldoproduction-a5f43.appspot.com/o/inventory%2FAT.P.1083.jpg?alt=media&token=71e8ddb8-d8e8-44f2-a9e6-612e21e2af86,,,,
460,AT.P.1084,Aldo foundation,"""I"" on recto, ""2229"" on verso","Rack 15, Shelf 3",,12/09/2014,,,,n.d.,Duco and [plaster] on paper,,,Painting,28.5,22.5,,,,"remote:AT.P.1084.jpg
size:4928,3264
DPI:300
JPEG:AT.P.1084_8.jpg",,,,,https://firebasestorage.googleapis.com/v0/b/aldoproduction-a5f43.appspot.com/o/inventory%2FAT.P.1084.jpg?alt=media&token=26f62290-f058-4401-ab95-74417542c10c,,,,
461,AT.P.1085,Aldo foundation,"""V Aldo Tambellini August '62"" on recto","Rack 15, Shelf 3",,12/09/2014,,,,1962,Duco and [plaster] on paper,Aldo Tambellini,,Painting,22.5,28.5,,,,"remote:AT.P.1085.jpg
size:4928,3264
DPI:300
JPEG:AT.P.1085_8.jpg",,,,,https://firebasestorage.googleapis.com/v0/b/aldoproduction-a5f43.appspot.com/o/inventory%2FAT.P.1085.jpg?alt=media&token=b512b6f9-af3b-4a80-acc4-1168dcbcfe8d,,,,
462,AT.P.1086,Aldo foundation,"""AT '62 II"" on recto","Rack 15, Shelf 3",,12/09/2014,,,,1962,Duco on paper,AT,,Painting,22.5,28.5,,,,"remote:AT.P.1086.jpg
size:4928,3264
DPI:300
JPEG:AT.P.1086_8.jpg",,,,,https://firebasestorage.googleapis.com/v0/b/aldoproduction-a5f43.appspot.com/o/inventory%2FAT.P.1086.jpg?alt=media&token=2b6df775-ac9c-4b0d-a1a4-11eb2900ce63,,,,
463,AT.P.1087,Aldo foundation,"""VI A Tambellini Aug 22 62"" on recto","Rack 15, Shelf 3",,12/09/2014,,,,1962,Duco on paper,A Tambellini,,Painting,22.5,28.5,,,,"remote:AT.P.1087.jpg
size:4928,3264
DPI:300
JPEG:AT.P.1087_8.jpg",,,,,https://firebasestorage.googleapis.com/v0/b/aldoproduction-a5f43.appspot.com/o/inventory%2FAT.P.1087.jpg?alt=media&token=6d3d8189-8a2f-4d2c-9514-dad221e9f75d,,,,
464,AT.P.1088,Aldo foundation,"""AT 62"" on recto","Rack 15, Shelf 3",,12/09/2014,,,,1962,Duco on paper,AT,,Painting,28.5,22.5,,,,"remote:AT.P.1088.jpg
size:4928,3264
DPI:300
JPEG:AT.P.1088_8.jpg",,,,,https://firebasestorage.googleapis.com/v0/b/aldoproduction-a5f43.appspot.com/o/inventory%2FAT.P.1088.jpg?alt=media&token=64a6c56b-f3c1-4ddb-9354-b6510a5896f8,,,,
465,AT.P.1089,Aldo foundation,"""2208"" on verso","Rack 15, Shelf 3",,12/09/2014,,,,n.d.,Duco and sand on paper,,,Painting,26,26,,,,"remote:AT.P.1089.jpg
size:4928,3264
DPI:300
JPEG:AT.P.1089_8.jpg",,,,,https://firebasestorage.googleapis.com/v0/b/aldoproduction-a5f43.appspot.com/o/inventory%2FAT.P.1089.jpg?alt=media&token=6c514461-62cf-433c-80d0-0979810359db,,,,
466,AT.P.1090,Aldo foundation,"""V"" on recto, ""2193"" on verso","Rack 15, Shelf 3",,12/09/2014,,,,n.d.,Duco on paper,,,Painting,28.5,22.5,,,,"remote:AT.P.1090.jpg
size:4928,3264
DPI:300
JPEG:AT.P.1090_8.jpg",,,,,https://firebasestorage.googleapis.com/v0/b/aldoproduction-a5f43.appspot.com/o/inventory%2FAT.P.1090.jpg?alt=media&token=6a68b8a9-cf6e-4495-92bc-e97ba581c02b,,,,
467,AT.P.1091,Aldo foundation,"""Aldo Tambellini April 18/6[3]4"" on recto, ""2204"" on verso","Rack 15, Shelf 3",,12/09/2014,,,,1964,Duco on paper,Aldo Tambellini,,Painting,17.5,22.5,,,,"remote:AT.P.1091.jpg
size:4928,3264
DPI:300
JPEG:AT.P.1091_8.jpg",,,,,https://firebasestorage.googleapis.com/v0/b/aldoproduction-a5f43.appspot.com/o/inventory%2FAT.P.1091.jpg?alt=media&token=a22d4309-f71b-46cd-8df0-7a26c82c3a26,,,,
468,AT.P.1092,Aldo foundation,"""V AT Sept 8 63"" on recto","Rack 15, Shelf 3",,12/09/2014,,,,1963,Duco on paper,AT,,Painting,20,20,,,,"remote:AT.P.1092.jpg
size:4928,3264
DPI:300
JPEG:AT.P.1092_8.jpg",,,,,https://firebasestorage.googleapis.com/v0/b/aldoproduction-a5f43.appspot.com/o/inventory%2FAT.P.1092.jpg?alt=media&token=72036adf-055a-4376-bfe8-612250695f22,,,,
469,AT.P.1093,Aldo foundation,"""VI AT Sept 8 63"" on recto","Rack 15, Shelf 3",,12/09/2014,,,,1963,Duco on paper,AT,,Painting,20,20,,,,"remote:AT.P.1093.jpg
size:4928,3264
DPI:300
JPEG:AT.P.1093_8.jpg",,,,,https://firebasestorage.googleapis.com/v0/b/aldoproduction-a5f43.appspot.com/o/inventory%2FAT.P.1093.jpg?alt=media&token=8eb34225-8341-4963-9cbf-1bde8c96f2d5,,,,
470,AT.P.1094,Aldo foundation,"""Sept 24 63 I  AT"" and ""Bottom"" on verso","Rack 15, Shelf 3",,12/09/2014,,,,1963,Duco on paper,AT,,Painting,20,20,,,,"remote:AT.P.1094.jpg
size:4928,3264
DPI:300
JPEG:AT.P.1094_8.jpg",,,,,https://firebasestorage.googleapis.com/v0/b/aldoproduction-a5f43.appspot.com/o/inventory%2FAT.P.1094.jpg?alt=media&token=2fc28848-cf06-4735-9044-f6adde090083,,,,
471,AT.P.1095,Aldo foundation,"""Bottom"" and ""III Sept 24 63 I"" and ""III"" on verso","Rack 15, Shelf 3",,12/09/2014,,,,1963,Duco on paper,,,Painting,20,20,,,,"remote:AT.P.1095.jpg
size:4928,3264
DPI:300
JPEG:AT.P.1095_8.jpg",,,,,https://firebasestorage.googleapis.com/v0/b/aldoproduction-a5f43.appspot.com/o/inventory%2FAT.P.1095.jpg?alt=media&token=3b2eb020-05b5-4e31-9c8d-f594a9a1865e,,,,
472,AT.P.1096,Aldo foundation,"""IV"" and ""Sept 24 '63"" on verso","Rack 15, Shelf 3",,12/09/2014,,,,1963,Duco on paper,,,Painting,20,20,,,,"remote:AT.P.1096.jpg
size:4928,3264
DPI:300
JPEG:AT.P.1096_8.jpg",,,,,https://firebasestorage.googleapis.com/v0/b/aldoproduction-a5f43.appspot.com/o/inventory%2FAT.P.1096.jpg?alt=media&token=bfea2602-9cd4-4dce-823e-afb98678304e,,,,
473,AT.P.1097,Aldo foundation,"""April (18) 64"" on recto ""2187"" on verso","Rack 15, Shelf 3",,12/09/2014,,,,1964,Duco on paper,,,Painting,18,22.5,,,,"remote:AT.P.1097.jpg
size:4928,3264
DPI:300
JPEG:AT.P.1097_8.jpg",,,,,https://firebasestorage.googleapis.com/v0/b/aldoproduction-a5f43.appspot.com/o/inventory%2FAT.P.1097.jpg?alt=media&token=2afa810d-145d-4026-a1af-db2b7b1ab2f8,,,,
474,AT.P.1098,Aldo foundation,,"Rack 15, Shelf 3",,12/09/2014,,,,n.d.,Duco on paper,,,Painting,23,23,,,,"remote:AT.P.1098.jpg
size:4928,3264
DPI:300
JPEG:AT.P.1098_8.jpg",,,,,https://firebasestorage.googleapis.com/v0/b/aldoproduction-a5f43.appspot.com/o/inventory%2FAT.P.1098.jpg?alt=media&token=0aba6bda-346f-4dc2-9d10-3951d0dce40d,,,,
475,AT.P.1099,Aldo foundation,,"Rack 15, Shelf 3",,12/09/2014,,,,n.d.,Duco on paper,,,Painting,19,19,,,,"remote:AT.P.1099.jpg
size:4928,3264
DPI:300
JPEG:AT.P.1099_8.jpg",,,,,https://firebasestorage.googleapis.com/v0/b/aldoproduction-a5f43.appspot.com/o/inventory%2FAT.P.1099.jpg?alt=media&token=fa552f01-7be8-4a1f-aacc-ef8e9b90811b,,,,
476,AT.P.1100,Aldo foundation,,"Rack 15, Shelf 3",,12/09/2014,,,,n.d.,Duco on paper,,tear to center,Painting,19,19,,,,"remote:AT.P.1100.jpg
size:4928,3264
DPI:300
JPEG:AT.P.1100_8.jpg",,,,,https://firebasestorage.googleapis.com/v0/b/aldoproduction-a5f43.appspot.com/o/inventory%2FAT.P.1100.jpg?alt=media&token=5d0cc34c-90d6-42ee-90dc-af2165eccb78,,,,
477,AT.P.1101,Aldo foundation,"""Sept 24 AT 63"" on recto, ""I Sept 24 '64"" on verso","Rack 15, Shelf 3",,12/09/2014,,,,1963 [1964],Duco on paper,AT,,Painting,23,23,,,,"remote:AT.P.1101.jpg
size:4928,3264
DPI:300
JPEG:AT.P.1101_8.jpg",,,,,https://firebasestorage.googleapis.com/v0/b/aldoproduction-a5f43.appspot.com/o/inventory%2FAT.P.1101.jpg?alt=media&token=70e361ad-0ec6-4b5e-99b1-38c9faafae1c,,,,
478,AT.P.1102,Aldo foundation,"""Sept 24"" on recto, ""II Sept 24 '63"" on verso","Rack 15, Shelf 3",,12/09/2014,,,,1963,Duco on paper,,,Painting,23,23,,,,"remote:AT.P.1102.jpg
size:4928,3264
DPI:300
JPEG:AT.P.1102_8.jpg",,,,,https://firebasestorage.googleapis.com/v0/b/aldoproduction-a5f43.appspot.com/o/inventory%2FAT.P.1102.jpg?alt=media&token=cee3775e-23c0-4b75-9e5e-24ac17e50f33,,,,
479,AT.P.1103,Aldo foundation,"""Bottom Sept 24 '63"" on verso, potential etched signature on recto, bottom right","Rack 15, Shelf 3",,12/09/2014,,,,1963,Duco on paper,[AT],,Painting,23,23,,,,"remote:AT.P.1103.jpg
size:4928,3264
DPI:300
JPEG:AT.P.1103_8.jpg",,,,,https://firebasestorage.googleapis.com/v0/b/aldoproduction-a5f43.appspot.com/o/inventory%2FAT.P.1103.jpg?alt=media&token=b08600c1-a726-4915-895a-606a7afb3a47,,,,
480,AT.P.1104,Aldo foundation,"""Sept 24 63 Bottom"" on verso, fold and tack hole to corner","Rack 15, Shelf 3",,12/09/2014,,,,1963,Duco on paper,,,Painting,23,23,,,,"remote:AT.P.1104.jpg
size:4928,3264
DPI:300
JPEG:AT.P.1104_8.jpg",,,,,https://firebasestorage.googleapis.com/v0/b/aldoproduction-a5f43.appspot.com/o/inventory%2FAT.P.1104.jpg?alt=media&token=0641d8bf-60ac-4c0d-a52f-ae1b9f6c4a41,,,,
481,AT.P.1105,Aldo foundation,"""Sept 24 63 Bottom"" on verso, AT […] etched on recto, paint chip missing from center","Rack 15, Shelf 3",,12/09/2014,,,,1963,Duco on paper,[AT],,Painting,23,23,,,,"remote:AT.P.1105.jpg
size:4928,3264
DPI:300
JPEG:AT.P.1105_8.jpg",,,,,https://firebasestorage.googleapis.com/v0/b/aldoproduction-a5f43.appspot.com/o/inventory%2FAT.P.1105.jpg?alt=media&token=a2f7c90f-3f30-4214-9748-99d2a4e03134,,,,
482,AT.P.1106,Aldo foundation,"""Aldo Tambellini J_ 26 '62 (16)"" on recto, ""2410"" on verso, some tears to bottom, missing paint chips","Rack 15, Shelf 3",,12/09/2014,,,,1962,Duco on paper,Aldo Tambellini,,Painting,28.5,32,,,,"remote:AT.P.1106.jpg
size:4928,3264
DPI:300
JPEG:AT.P.1106_8.jpg",,,,,https://firebasestorage.googleapis.com/v0/b/aldoproduction-a5f43.appspot.com/o/inventory%2FAT.P.1106.jpg?alt=media&token=ae41c13c-8fdf-4d0b-9225-c0a306fabb85,,,,
483,AT.P.1107,Aldo foundation,Tears and pin holes,"Rack 15, Shelf Zero",,12/09/2014,,,,n.d.,"Acrylic, Gouache, and paper collage on paper",,,Painting,27,40,,,,"remote:AT.P.1107.jpg
size:4928,3264
DPI:300
JPEG:AT.P.1107_8.jpg",,,,,https://firebasestorage.googleapis.com/v0/b/aldoproduction-a5f43.appspot.com/o/inventory%2FAT.P.1107.jpg?alt=media&token=055755a4-f297-44e2-80d0-9f5b7a552ade,,,,
484,AT.P.1108,Aldo foundation,,"Rack 15, Shelf 3",,12/09/2014,,,,n.d.,Fire on paper,,,Painting,19,25,,,,"remote:AT.P.1108.jpg
size:4928,3264
DPI:300
JPEG:AT.P.1108_8.jpg",,,,,https://firebasestorage.googleapis.com/v0/b/aldoproduction-a5f43.appspot.com/o/inventory%2FAT.P.1108.jpg?alt=media&token=40525792-948e-43d9-857a-82d7bb764cb1,,,,
485,AT.P.1109,Aldo foundation,"""Top"" ""Bottom"" and ""1954"" on verso (indicating that it be hung at a 45 degree angle)
gifted to Tina Rivers Ryan 4/2/2017","Rack 15, Shelf 3",30,12/09/2014,The Seed,The Seed of Cosmic Creation,,circa 1962,Duco and sand on paper,"Aldo T in front
retro ""to Tina 1962""",,Painting,17.5,17.5,,,,"remote:AT.P.1109.jpg
size:4928,3264
DPI:300
JPEG:AT.P.1109_8.jpg",,,,,https://firebasestorage.googleapis.com/v0/b/aldoproduction-a5f43.appspot.com/o/inventory%2FAT.P.1109.jpg?alt=media&token=d0eff4b6-b612-4342-92a6-02fc063a5e5e,,,,
486,AT.P.1110,Aldo foundation,"""VII AT 63"" on recto, 2 sheets of paper","Rack 15, Shelf 3",,12/09/2014,,,,1963,Duco on rice paper,AT,creases to 3 sides,Painting,21,21,,,,"remote:AT.P.1110.jpg
size:4928,3264
DPI:300
JPEG:AT.P.1110_8.jpg",,,,,https://firebasestorage.googleapis.com/v0/b/aldoproduction-a5f43.appspot.com/o/inventory%2FAT.P.1110.jpg?alt=media&token=b15170f7-a9de-4c03-ae33-9f2aa3e4f563,,,,
487,AT.P.1111,Aldo foundation,"""Sept 24 63"" on verso, ""I AT.63 Sept 24""on recto","Rack 15, Shelf 3",,12/09/2014,,,,1963,Duco on paper,AT,,Painting,23,23,,,,"remote:AT.P.1111.jpg
size:4928,3264
DPI:300
JPEG:AT.P.1111_8.jpg",,,,,https://firebasestorage.googleapis.com/v0/b/aldoproduction-a5f43.appspot.com/o/inventory%2FAT.P.1111.jpg?alt=media&token=6428b68c-6f90-4b1f-a0f2-4d66e38ee88a,,,,
488,AT.P.1112,Aldo foundation,"""II AT. Sept 24""on recto","Rack 15, Shelf 3",,12/09/2014,,,,n.d.,Duco on paper,AT,,Painting,23,23,,,,"remote:AT.P.1112.jpg
size:4928,3264
DPI:300
JPEG:AT.P.1112_8.jpg",,,,,https://firebasestorage.googleapis.com/v0/b/aldoproduction-a5f43.appspot.com/o/inventory%2FAT.P.1112.jpg?alt=media&token=151b179d-d118-4508-9586-f8fbc8877575,,,,
489,AT.P.1113,Aldo foundation,"""III Sept 24 63""on recto","Rack 15, Shelf 3",,12/09/2014,,,,1963,Duco on paper,,,Painting,23,23,,,,"remote:AT.P.1113.jpg
size:4928,3264
DPI:300
JPEG:AT.P.1113_8.jpg",,,,,https://firebasestorage.googleapis.com/v0/b/aldoproduction-a5f43.appspot.com/o/inventory%2FAT.P.1113.jpg?alt=media&token=8d2c8992-b8bc-49c8-b504-16bcb312a841,,,,
490,AT.P.1114,Aldo foundation,"""IV AT.63""on recto","Rack 15, Shelf 3",,12/09/2014,,,,1963,Duco on paper,AT,,Painting,23,23,,,,"remote:AT.P.1114.jpg
size:4928,3264
DPI:300
JPEG:AT.P.1114_8.jpg",,,,,https://firebasestorage.googleapis.com/v0/b/aldoproduction-a5f43.appspot.com/o/inventory%2FAT.P.1114.jpg?alt=media&token=87383568-4475-4771-a97a-09ebee653d3a,,,,
491,AT.P.1115,Aldo foundation,,"Rack 15, Shelf 3",,12/09/2014,,,,n.d.,Duco on paper,,,Painting,19,19,,,,"remote:AT.P.1115.jpg
size:4928,3264
DPI:300
JPEG:AT.P.1115_8.jpg",,,,,https://firebasestorage.googleapis.com/v0/b/aldoproduction-a5f43.appspot.com/o/inventory%2FAT.P.1115.jpg?alt=media&token=fa564b93-1fed-478b-8d6c-ef7259f2601d,,,,
2394,AT.P.1116,Anna,"Gifted to Anna  ""I AT 63"" on recto","Rack 15, Shelf 3",,12/09/2014,,,,1963,Duco on paper,AT,,Painting,19,19,,,,"remote:AT.P.1116.jpg
size:4928,3264
DPI:300
JPEG:AT.P.1116_8.jpg",,,,,,,,,
2395,AT.P.1117,Anna,"Gifted to Anna ""II AT 63"" on recto, fold to corner","Rack 15, Shelf 3",,12/09/2014,,,,1963,Duco on paper,AT,,Painting,19,19,,,,"remote:AT.P.1117.jpg
size:4928,3264
DPI:300
JPEG:AT.P.1117_8.jpg",,,,,,,,,
492,AT.P.1118,Aldo foundation,"""Sept 8 '63 / Aldo Tambellini I"" on recto, fold to corner","Rack 15, Shelf 3",,12/09/2014,,,,1963,Duco on paper,Aldo Tambellini,,Painting,23,23,,,,"remote:AT.P.1118.jpg
size:4928,3264
DPI:300
JPEG:AT.P.1118_8.jpg",,,,,https://firebasestorage.googleapis.com/v0/b/aldoproduction-a5f43.appspot.com/o/inventory%2FAT.P.1118.jpg?alt=media&token=55e469e5-fe29-4c65-b12e-26d1ad9711ac,,,,
2396,AT.P.1119,Anna,"Gifted to Anna ""I Aug 29"" on recto","Rack 15, Shelf 3",,12/09/2014,,,,n.d.,Duco on paper,,,Painting,23,23,,,,"remote:AT.P.1119.jpg
size:4928,3264
DPI:300
JPEG:AT.P.1119_8.jpg",,,,,https://firebasestorage.googleapis.com/v0/b/aldoproduction-a5f43.appspot.com/o/inventory%2FAT.P.1119.jpg?alt=media&token=13c5e44f-4190-4f9b-a36f-7735fe720125,,,,
2397,AT.P.1120,Anna,"Gifted to Anna ""II Aug 29"" on recto","Rack 15, Shelf 3",,12/09/2014,,,,n.d.,Duco on paper,,,Painting,23,23,,,,"remote:AT.P.1120.jpg
size:4928,3264
DPI:300
JPEG:AT.P.1120_8.jpg",,,,,https://firebasestorage.googleapis.com/v0/b/aldoproduction-a5f43.appspot.com/o/inventory%2FAT.P.1120.jpg?alt=media&token=dbff3591-d233-4af2-94c4-c0a48fbea649,,,,
2398,AT.P.1121,Anna,"Gifted to Anna ""III Au 29"" on recto","Rack 15, Shelf 3",,12/09/2014,,,,n.d.,Duco on paper,,,Painting,23,23,,,,"remote:AT.P.1121.jpg
size:4928,3264
DPI:300
JPEG:AT.P.1121_8.jpg",,,,,,,,,
2399,AT.P.1122,Anna,"Gifted to Anna  ""IV Aug 29"" on recto","Rack 15, Shelf 3",,12/09/2014,,,,n.d.,Duco on paper,,,Painting,23,23,,,,"remote:AT.P.1122.jpg
size:4928,3264
DPI:300
JPEG:AT.P.1122_8.jpg",,,,,https://firebasestorage.googleapis.com/v0/b/aldoproduction-a5f43.appspot.com/o/inventory%2FAT.P.1122.jpg?alt=media&token=25e1ab3f-eec5-4767-aca6-da737812133e,,,,
2400,AT.P.1123,Anna,"Gifted to Anna ""V Aug 29"" on recto","Rack 15, Shelf 3",,12/09/2014,,,,n.d.,Duco on paper,,,Painting,23,23,,,,"remote:AT.P.1123.jpg
size:4928,3264
DPI:300
JPEG:AT.P.1123_8.jpg",,,,,,,,,
493,AT.P.1124,Aldo foundation,"A and B, 2 pieces: A: ""O"" ""Right"" ""[arrows]"" ""[crossed out L]"" on verso, 3 small tears; B: ""Left"" ""Left"" ""[arrow]"" ""2449"" ""[crossed out R]""","Rack 15, Shelf 3",,12/09/2014,,,,n.d.,Duco and sand on paper,,,Painting,26,26,,,,"remote:AT.P.1124.jpg
size:4928,3264
DPI:300
JPEG:AT.P.1124_8.jpg","remote:AT.P.1124b.jpg
size:4928,3264
DPI:300
JPEG:AT.P.1124b_8.jpg",,,,,,,,
494,AT.P.1125,Aldo foundation,"""2446"" ""[arrow]"" on verso, fold to corner, small chip to center","Rack 15, Shelf 3",,12/09/2014,,,,n.d.,Duco and sand on paper,,,Painting,26,26,,,,"remote:AT.P.1125.jpg
size:4928,3264
DPI:300
JPEG:AT.P.1125_8.jpg",,,,,https://firebasestorage.googleapis.com/v0/b/aldoproduction-a5f43.appspot.com/o/inventory%2FAT.P.1125.jpg?alt=media&token=ae9465a2-072b-4972-b5ba-233af5f5ebbb,,,,
495,AT.P.1126,Aldo foundation,"""2445"" ""[arrow]"" on verso","Rack 15, Shelf 3",,12/09/2014,,,,n.d.,"Duco, gouache, and sand on paper",,,Painting,26,26,,,,"remote:AT.P.1126.jpg
size:4928,3264
DPI:300
JPEG:AT.P.1126_8.jpg",,,,,https://firebasestorage.googleapis.com/v0/b/aldoproduction-a5f43.appspot.com/o/inventory%2FAT.P.1126.jpg?alt=media&token=30b2a784-11d8-4c81-8df3-e7af97c0c3aa,,,,
496,AT.P.1127,Aldo foundation,"""2450"" ""[arrow]"" on verso, pin-sized hole on side","Rack 15, Shelf 3",,12/09/2014,,,,n.d.,Duco and sand on paper,,,Painting,26,26,,,,"remote:AT.P.1127.jpg
size:4928,3264
DPI:300
JPEG:AT.P.1127_8.jpg",,,,,https://firebasestorage.googleapis.com/v0/b/aldoproduction-a5f43.appspot.com/o/inventory%2FAT.P.1127.jpg?alt=media&token=526f78a3-01e3-450a-9f60-66d74223fbad,,,,
497,AT.P.1128,Aldo foundation,"""2420"" on verso","Rack 15, Shelf 3",,12/09/2014,,,,n.d.,Duco and sand on paper,,,Painting,26,26,,,,"remote:AT.P.1128.jpg
size:4928,3264
DPI:300
JPEG:AT.P.1128_8.jpg",,,,,https://firebasestorage.googleapis.com/v0/b/aldoproduction-a5f43.appspot.com/o/inventory%2FAT.P.1128.jpg?alt=media&token=dcc5c027-1882-48db-aede-4d2c03890b43,,,,
498,AT.P.1129,Aldo foundation,"""2448"" ""[arrow]"" ""crossed-out ®"" ""A I"" on verso, some sunning to corner","Rack 15, Shelf 3",,12/09/2014,,,,n.d.,Duco and sand on paper,,,Painting,26,26,,,,"remote:AT.P.1129.jpg
size:4928,3264
DPI:300
JPEG:AT.P.1129_8.jpg",,,,,https://firebasestorage.googleapis.com/v0/b/aldoproduction-a5f43.appspot.com/o/inventory%2FAT.P.1129.jpg?alt=media&token=6b10636f-8e5c-45cc-b99f-99b784592209,,,,
499,AT.P.1130,Aldo foundation,"""2444"" ""C III"" on verso, some creasing, light sunning to edge","Rack 15, Shelf 3",,12/09/2014,,,,n.d.,Duco and sand on paper,,,Painting,26,26,,,,"remote:AT.P.1130.jpg
size:4928,3264
DPI:300
JPEG:AT.P.1130_8.jpg",,,,,https://firebasestorage.googleapis.com/v0/b/aldoproduction-a5f43.appspot.com/o/inventory%2FAT.P.1130.jpg?alt=media&token=8cfb743b-9923-47e4-8d04-a8501de610e4,,,,
500,AT.P.1131,Aldo foundation,"""Right"" ""R III"" ""2437"" ""Right [arrow]"" on verso, maybe pair with 1132","Rack 15, Shelf 3",,12/09/2014,,,,n.d.,"Duco, acrylic, and sand on paper",,,Painting,26,26,,,,"remote:AT.P.1131.jpg
size:4928,3264
DPI:300
JPEG:AT.P.1131_8.jpg",,,,,https://firebasestorage.googleapis.com/v0/b/aldoproduction-a5f43.appspot.com/o/inventory%2FAT.P.1131.jpg?alt=media&token=f65d5e07-48bb-4af9-9e83-6821a1f5cbaa,,,,
501,AT.P.1132,Aldo foundation,"""Left"" ""R II"" ""2433"" ""[arrow]"" on verso, maybe pair with 1131","Rack 15, Shelf 3",,12/09/2014,,,,n.d.,"Duco, acrylic, and sand on paper",,,Painting,26,26,,,,"remote:AT.P.1132.jpg
size:4928,3264
DPI:300
JPEG:AT.P.1132_8.jpg",,,,,https://firebasestorage.googleapis.com/v0/b/aldoproduction-a5f43.appspot.com/o/inventory%2FAT.P.1132.jpg?alt=media&token=cc81d022-7a05-4bca-a0d8-a3d1a93b6b1f,,,,
502,AT.P.1133,Aldo foundation,"""I"" ""Right"" ""[arrow]"" ""2439"" ""[2 coincentric circle]s"" on verso, tear to side, pin hole, some sunning to edges, maybe pair with 1134","Rack 15, Shelf 3",,12/09/2014,,,,n.d.,"Duco, acrylic, and sand on paper",,,Painting,26,26,,,,"remote:AT.P.1133.jpg
size:4928,3264
DPI:300
JPEG:AT.P.1133_8.jpg",,,,,https://firebasestorage.googleapis.com/v0/b/aldoproduction-a5f43.appspot.com/o/inventory%2FAT.P.1133.jpg?alt=media&token=c4a2c7ac-8aa0-4fef-9b7e-cd60fb0a4cfb,,,,
503,AT.P.1134,Aldo foundation,"""I"" ""L"" ""[arrow]"" ""2438"" ""[2 coincentric circles]"" on verso, tear to bottom, maybe pair with 1134","Rack 15, Shelf 3",,12/09/2014,,,,n.d.,"Duco, acrylic, and sand on paper",,,Painting,26,26,,,,"remote:AT.P.1134.jpg
size:4928,3264
DPI:300
JPEG:AT.P.1134_8.jpg",,,,,https://firebasestorage.googleapis.com/v0/b/aldoproduction-a5f43.appspot.com/o/inventory%2FAT.P.1134.jpg?alt=media&token=ebeb5eb0-4d0e-4064-b66f-fa9c5c03dd77,,,,
504,AT.P.1135,Aldo foundation,"""2435"" ""Right"" ""II"" ""[arrows]"" on verso","Rack 15, Shelf 3",,12/09/2014,,,,n.d.,"Duco, acrylic, and sand on paper",,some creasing,Painting,26,26,,,,"remote:AT.P.1135.jpg
size:4928,3264
DPI:300
JPEG:AT.P.1135_8.jpg",,,,,https://firebasestorage.googleapis.com/v0/b/aldoproduction-a5f43.appspot.com/o/inventory%2FAT.P.1135.jpg?alt=media&token=c6922a8c-af10-4a0e-83ee-7f72b89a7c3b,,,,
505,AT.P.1136,Aldo foundation,"""1691"" on verso","Rack 15, Shelf 3",,12/09/2014,,,,n.d.,Duco on paper,,,Painting,26,26,,,,"remote:AT.P.1136.jpg
size:4928,3264
DPI:300
JPEG:AT.P.1136_8.jpg",,,,,https://firebasestorage.googleapis.com/v0/b/aldoproduction-a5f43.appspot.com/o/inventory%2FAT.P.1136.jpg?alt=media&token=06634441-3518-4d27-b690-58de27a1d04e,,,,
506,AT.P.1137,Aldo foundation,"""[arrow]"" ""2447"" B ""II"" on verso","Rack 15, Shelf 3",,12/09/2014,,,,n.d.,Duco and sand on paper,,some sunning to edge,Painting,26,26,,,,"remote:AT.P.1137.jpg
size:4928,3264
DPI:300
JPEG:AT.P.1137_8.jpg",,,,,https://firebasestorage.googleapis.com/v0/b/aldoproduction-a5f43.appspot.com/o/inventory%2FAT.P.1137.jpg?alt=media&token=8cba5f1f-d768-4cff-8eab-b46e7316c1f9,,,,
