index,item_id,source,notes,location,value,inventory_date,title,series,date_year,medium,signature_and_writing,condition,category,height,width,depth,size_note,file1,file2,file3,file4,file5
611,AT.P.0565,Aldo foundation,,Rack 12 Shelf 3 Pile 1,,,,,,,,,,,,,,AT.P.565.jpg,,,,
612,AT.P.0566,Aldo foundation,,Rack 12 Shelf 3 Pile 1,,,,,,,,,,,,,,AT.P.566.jpg,,,,
613,AT.P.0567,Aldo foundation,,Rack 12 Shelf 3 Pile 1,,,,,,,,,,,,,,AT.P.567.jpg,,,,
614,AT.P.0568,Aldo foundation,,Rack 12 Shelf 3 Pile 1,,,,,,,,,,,,,,AT.P.568.jpg,,,,
615,AT.P.0569,Aldo foundation,,Rack 12 Shelf 3 Pile 1,,,,,,,,,,,,,,AT.P.569.jpg,,,,
616,AT.P.0570,Aldo foundation,,Rack 12 Shelf 3 Pile 1,,,,,,,,,,,,,,AT.P.570.jpg,,,,
617,AT.P.0571,Aldo foundation,,Rack 12 Shelf 3 Pile 1,,,,,,,,,,,,,,AT.P.571.jpg,,,,
618,AT.P.0572,Aldo foundation,,Rack 12 Shelf 3 Pile 1,,,,,,,,,,,,,,AT.P.572.jpg,,,,
619,AT.P.0573,Aldo foundation,,Rack 12 Shelf 3 Pile 1,,,,,,,,,,,,,,AT.P.573.jpg,,,,
620,AT.P.0574,Aldo foundation,,Rack 12 Shelf 3 Pile 1,,,,,,,,,,,,,,AT.P.574.jpg,,,,
621,AT.P.0575,Aldo foundation,,Rack 12 Shelf 3 Pile 1,,,,,,,,,,,,,,AT.P.575.jpg,,,,
622,AT.P.0576,Aldo foundation,,Rack 12 Shelf 3 Pile 1,,,,,,,,,,,,,,AT.P.576.jpg,,,,
623,AT.P.0577,Aldo foundation,,Rack 12 Shelf 3 Pile 1,,,,,,,,,,,,,,AT.P.577.jpg,,,,
624,AT.P.0578,Aldo foundation,,Rack 12 Shelf 3 Pile 1,,,,,,,,,,,,,,AT.P.578.jpg,,,,
625,AT.P.0579,Aldo foundation,,Rack 12 Shelf 3 Pile 1,,,,,,,,,,,,,,AT.P.579.jpg,,,,
626,AT.P.0580,Aldo foundation,,Rack 12 Shelf 3 Pile 1,,,,,,,,,,,,,,AT.P.580.jpg,,,,
627,AT.P.0581,Aldo foundation,,Rack 12 Shelf 3 Pile 1,,,,,,,,,,,,,,AT.P.581.jpg,,,,
628,AT.P.0582,Aldo foundation,,Rack 12 Shelf 3 Pile 1,,,,,,,,,,,,,,AT.P.582.jpg,,,,
629,AT.P.0583,Aldo foundation,,Rack 12 Shelf 3 Pile 1,,,,,,,,,,,,,,AT.P.583.jpg,,,,
630,AT.P.0584,Aldo foundation,,Rack 12 Shelf 3 Pile 1,,,,,,,,,,,,,,AT.P.584.jpg,,,,
631,AT.P.0585,Aldo foundation,,Rack 12 Shelf 3 Pile 1,,,,,,,,,,,,,,AT.P.585.jpg,,,,
632,AT.P.0586,Aldo foundation,,Rack 12 Shelf 3 Pile 1,,,,,,,,,,,,,,AT.P.586.jpg,,,,
633,AT.P.0587,Aldo foundation,,Rack 12 Shelf 3 Pile 1,,,,,,,,,,,,,,AT.P.587.jpg,,,,
634,AT.P.0588,Aldo foundation,,Rack 12 Shelf 3 Pile 1,,,,,,,,,,,,,,AT.P.588.jpg,,,,
635,AT.P.0589,Aldo foundation,,Rack 12 Shelf 3 Pile 1,,,,,,,,,,,,,,AT.P.589.jpg,,,,
636,AT.P.0590,Aldo foundation,,Rack 12 Shelf 3 Pile 1,,,,,,,,,,,,,,AT.P.590.jpg,,,,
637,AT.P.0591,Aldo foundation,,Rack 12 Shelf 3 Pile 1,,,,,,,,,Sketch Pad,,,,,AT.P.591.jpg,,,,
638,AT.P.0592,Aldo foundation,,Rack 12 Shelf 3 Pile 1,,,,,,,,,,,,,,AT.P.592.jpg,,,,
639,AT.P.0593,Aldo foundation,,Rack 12 Shelf 3 Pile 1,,,,,,,,,,,,,,AT.P.593.jpg,,,,
640,AT.P.0594,Aldo foundation,,Rack 12 Shelf 3 Pile 1,,,,,,,,,,,,,,AT.P.594.jpg,,,,
641,AT.P.0595,Aldo foundation,,Rack 12 Shelf 3 Pile 1,,,,,,,,,,,,,,AT.P.595.jpg,,,,
642,AT.P.0596,Aldo foundation,,Rack 12 Shelf 3 Pile 1,,,,,,,,,,,,,,AT.P.596.jpg,,,,
643,AT.P.0597,Aldo foundation,,Rack 12 Shelf 3 Pile 1,,,,,,,,,,,,,,AT.P.597.jpg,,,,
644,AT.P.0598,Aldo foundation,,Rack 12 Shelf 3 Pile 1,,,,,,,,,,,,,,AT.P.598.jpg,,,,
645,AT.P.0599,Aldo foundation,,Rack 12 Shelf 3 Pile 1,,,,,,,,,,,,,,AT.P.599.jpg,,,,
646,AT.P.0600,Aldo foundation,,Rack 12 Shelf 3 Pile 1,,,,,,,,,,,,,,AT.P.600.jpg,,,,
647,AT.P.0601,Aldo foundation,,Rack 12 Shelf 3 Pile 1,,,,,,,,,,,,,,AT.P.601.jpg,,,,
648,AT.P.0602,Aldo foundation,,Rack 12 Shelf 3 Pile 1,,,,,,,,,,,,,,AT.P.602.jpg,,,,
649,AT.P.0603,Aldo foundation,,Rack 12 Shelf 3 Pile 1,,,,,,,,,,,,,,AT.P.603.jpg,,,,
650,AT.P.0604,Aldo foundation,,Rack 12 Shelf 3 Pile 1,,,,,,,,,,,,,,AT.P.604.jpg,,,,
651,AT.P.0605,Aldo foundation,,Rack 12 Shelf 3 Pile 1,,,,,,,,,,,,,,AT.P.605.jpg,,,,
652,AT.P.0606,Aldo foundation,,Rack 12 Shelf 3 Pile 1,,,,,,,,,,,,,,AT.P.606.jpg,,,,
653,AT.P.0607,Aldo foundation,,Rack 12 Shelf 3 Pile 1,,,,,,,,,,,,,,AT.P.607.jpg,,,,
654,AT.P.0608,Aldo foundation,,Rack 12 Shelf 3 Pile 1,,,,,,,,,,,,,,AT.P.608.jpg,,,,
655,AT.P.0609,Aldo foundation,,Rack 12 Shelf 3 Pile 1,,,,,,,,,,,,,,AT.P.609.jpg,,,,
656,AT.P.0610,Aldo foundation,,Rack 12 Shelf 3 Pile 1,,,,,,,,,,,,,,AT.P.610.jpg,,,,
657,AT.P.0611,Aldo foundation,,Rack 12 Shelf 3 Pile 1,,,,,,,,,,,,,,AT.P.611.jpg,,,,
658,AT.P.0612,Aldo foundation,,Rack 12 Shelf 3 Pile 1,,,,,,India Ink on Spiral Bound Sketch Pad Paper,,,,,,,,AT.P.612.jpg,,,,
659,AT.P.0613,Aldo foundation,,Rack 12 Shelf 3 Pile 1,,,,,,India Ink on Spiral Bound Sketch Pad Paper,,,,,,,,AT.P.613A.jpg,AT.P.613B.jpg,AT.P.613C.jpg,AT.P.613D.jpg,AT.P.613E.jpg
660,AT.P.0614,Aldo foundation,,?,,,,,,India Ink on Spiral Bound Sketch Pad Paper,,,Sketch Pad,,18.0,24.0,,AT.P.614A.jpg,AT.P.614Averso.jpg,AT.P.614B.jpg,AT.P.614C.jpg,AT.P.614D.jpg
661,AT.P.0615,Aldo foundation,,Rack 12 Shelf 3 Pile 2,,,,,,India Ink on Spiral Bound Sketch Pad Paper,,,,,,,,AT.P.615.jpg,,,,
662,AT.P.0616,Aldo foundation,,Rack 12 Shelf 3 Pile 2,,,,,,India Ink on Spiral Bound Sketch Pad Paper,,,Sketch Pad,,14.0,11.0,,AT.P.616.jpg,,,,
663,AT.P.0617,Aldo foundation,,Rack 12 Shelf 3 Pile 2,,,,,,India Ink on Spiral Bound Sketch Pad Paper,,,Sketch Pad,,14.0,11.0,,AT.P.617.jpg,,,,
664,AT.P.0618,Aldo foundation,,Rack 12 Shelf 3 Pile 2,,,,,,India Ink on Spiral Bound Sketch Pad Paper,,,Sketch Pad,,14.0,11.0,,AT.P.618.jpg,,,,
665,AT.P.0619,Aldo foundation,,Rack 12 Shelf 3 Pile 2,,,,,,India Ink on Spiral Bound Sketch Pad Paper,,,Sketch Pad,,14.0,11.0,,AT.P.619.jpg,,,,
666,AT.P.0620,Aldo foundation,,Rack 12 Shelf 3 Pile 2,,,,,,India Ink on Spiral Bound Sketch Pad Paper,,,Sketch Pad,,14.0,11.0,,AT.P.620.jpg,,,,
667,AT.P.0621,Aldo foundation,,Rack 12 Shelf 3 Pile 2,,,,,,India Ink on Spiral Bound Sketch Pad Paper,,,Sketch Pad,,14.0,11.0,,AT.P.621.jpg,,,,
668,AT.P.0622,Aldo foundation,,Rack 12 Shelf 3 Pile 2,,,,,,India Ink on Spiral Bound Sketch Pad Paper,,,Sketch Pad,,14.0,11.0,,AT.P.622.jpg,,,,
669,AT.P.0623,Aldo foundation,,Rack 12 Shelf 3 Pile 2,,,,,,India Ink on Spiral Bound Sketch Pad Paper,,,Sketch Pad,,14.0,11.0,,AT.P.623.jpg,,,,
670,AT.P.0624,Aldo foundation,,Rack 12 Shelf 3 Pile 2,,,,,,India Ink on Spiral Bound Sketch Pad Paper,,,Sketch Pad,,14.0,11.0,,AT.P.624.jpg,,,,
671,AT.P.0625,Aldo foundation,,Rack 12 Shelf 3 Pile 2,,,,,,India Ink on Spiral Bound Sketch Pad Paper,,,Sketch Pad,,14.0,11.0,,AT.P.625.jpg,,,,
672,AT.P.0626,Aldo foundation,,Rack 12 Shelf 3 Pile 2,,,,,,India Ink on Paper,,,,,14.0,11.0,,AT.P.626.jpg,,,,
673,AT.P.0627,Aldo foundation,,Rack 12 Shelf 3 Pile 2,,,,,,India Ink on Paper,,,,,14.0,11.0,,AT.P.627.jpg,,,,
674,AT.P.0628,Aldo foundation,,Rack 12 Shelf 3 Pile 2,,,,,,India Ink on Paper,,,,,14.0,11.0,,AT.P.628.jpg,,,,
675,AT.P.0629,Aldo foundation,,Rack 12 Shelf 3 Pile 2,,,,,,India Ink on Paper,,,,,14.0,11.0,,AT.P.629.jpg,,,,
676,AT.P.0630,Aldo foundation,,Rack 12 Shelf 3 Pile 2,,,,,,India Ink on Paper,,,,,14.0,11.0,,AT.P.630.jpg,,,,
677,AT.P.0631,Aldo foundation,,Rack 12 Shelf 3 Pile 2,,,,,,India Ink on Paper,,,,,14.0,11.0,,AT.P.631.jpg,,,,
678,AT.P.0632,Aldo foundation,,Rack 12 Shelf 3 Pile 2,,,,,,India Ink on Paper,,,,,14.0,11.0,,AT.P.632.jpg,,,,
679,AT.P.0633,Aldo foundation,,Rack 12 Shelf 3 Pile 2,,,,,,India Ink on Paper,,,,,14.0,11.0,,AT.P.633.jpg,,,,
680,AT.P.0634,Aldo foundation,,Rack 12 Shelf 3 Pile 2,,,,,,India Ink on Paper,,,,,14.0,11.0,,AT.P.634.jpg,,,,
681,AT.P.0635,Aldo foundation,,Rack 12 Shelf 3 Pile 2,,,,,,India Ink on Paper,,,,,14.0,11.0,,AT.P.635.jpg,,,,
682,AT.P.0636,Aldo foundation,,Rack 12 Shelf 3 Pile 2,,,,,,India Ink on Paper,,,,,14.0,11.0,,AT.P.636.jpg,,,,
683,AT.P.0637,Aldo foundation,,Rack 12 Shelf 3 Pile 2,,,,,,India Ink on Paper,,,,,14.0,11.0,,AT.P.637.jpg,,,,
684,AT.P.0638,Aldo foundation,,Rack 12 Shelf 3 Pile 2,,,,,,India Ink on Paper,,,,,14.0,11.0,,AT.P.638.jpg,,,,
685,AT.P.0639,Aldo foundation,,Rack 12 Shelf 3 Pile 2,,,,,,India Ink on Paper,,,,,17.0,14.0,,AT.P.639.jpg,,,,
686,AT.P.0640,Aldo foundation,,Rack 12 Shelf 3 Pile 2,,,,,,India Ink on Paper,,,,,17.0,14.0,,AT.P.640.jpg,,,,
687,AT.P.0641,Aldo foundation,,,,,,,,,,,,,,,,AT.P.641.jpg,AT.P.641b.jpg,,,
688,AT.P.0642,Aldo foundation,,,,,,,,,,,,,,,,AT.P.642.jpg,AT.P.642b.jpg,,,
689,AT.P.0643,Aldo foundation,,,,,,,,,,,,,,,,AT.P.643.jpg,,,,
690,AT.P.0644,Aldo foundation,,,,,,,,,,,,,,,,AT.P.644.jpg,,,,
691,AT.P.0645,Aldo foundation,,,,,,,,,,,,,,,,AT.P.645.jpg,,,,
692,AT.P.0646,Aldo foundation,,,,,,,,,,,,,,,,AT.P.646.jpg,,,,
693,AT.P.0647,Aldo foundation,,,,,,,,,,,,,,,,AT.P.647.jpg,,,,
694,AT.P.0648,Aldo foundation,,,,,,,,,,,,,,,,AT.P.648.jpg,,,,
695,AT.P.0649,Aldo foundation,,,,,,,,,,,,,,,,AT.P.649.jpg,,,,
696,AT.P.0650,Aldo foundation,,,,,,,,,,,,,,,,AT.P.650.jpg,,,,
697,AT.P.0651,Aldo foundation,,,,,,,,,,,,,,,,AT.P.651.jpg,,,,
698,AT.P.0652,Aldo foundation,,,,,,,,,,,,,,,,AT.P.652.jpg,,,,
699,AT.P.0653,Aldo foundation,,,,,,,,,,,,,,,,AT.P.653.jpg,,,,
700,AT.P.0654,Aldo foundation,,,,,,,,,,,,,,,,AT.P.654.jpg,,,,
701,AT.P.0655,Aldo foundation,,,,,,,,,,,,,,,,AT.P.655.jpg,,,,
702,AT.P.0656,Aldo foundation,,,,,,,,,,,,,,,,AT.P.656.jpg,,,,
703,AT.P.0657,Aldo foundation,,,,,,,,,,,,,,,,AT.P.657.jpg,,,,
704,AT.P.0658,Aldo foundation,,,,,,,,,,,,,,,,AT.P.658.jpg,,,,
705,AT.P.0659,Aldo foundation,,,,,,,,,,,,,,,,AT.P.659.jpg,,,,
706,AT.P.0660,Aldo foundation,,,,,,,,,,,,,,,,AT.P.660.jpg,,,,
707,AT.P.0661,Aldo foundation,,,,,,,,,,,,,,,,AT.P.661.jpg,,,,
708,AT.P.0662,Aldo foundation,,,,,,,,,,,,,,,,AT.P.662.jpg,,,,
709,AT.P.0663,Aldo foundation,,"Rack 15, Shelf 2",,2014-12-17,,,,Acrylic and paper,"LR: ""Aldo Tambellini 1962 // Verso: 1393",,Painting,15.5,21.5,,,AT.P.663.jpg,,,,
710,AT.P.0664,Aldo foundation,,"Rack 15, Shelf 2",,2014-12-17,,,,Acrylic and paper,"LR: ""Aldo Tambellini 1962 // Verso: 1395""",,Painting,15.5,21.5,,,AT.P.664.jpg,,,,
711,AT.P.0665,Aldo foundation,,"Rack 15, Shelf 2",,2014-12-17,,,,Acrylic and paper,"LR: ""Aldo Tambellini 1962 // Verso: 1394",,Painting,15.5,21.5,,,AT.P.665.jpg,,,,
712,AT.P.0666,Aldo foundation,,"Rack 15, Shelf 2",,2014-12-17,,,,Acrylic and paper,"LR ""Aldo Tambellini 1962"" // Verso: 1392",,Painting,15.5,21.5,,,AT.P.666.jpg,,,,
713,AT.P.0667,Aldo foundation,,"Rack 15, Shelf 2",,2014-12-17,,,,Acrylic and paper,"LR ""Aldo Tambellini 1962"" // Verso: 1388",,Painting,15.5,21.5,,,,,,,
714,AT.P.0668,Aldo foundation,,"Rack 15, Shelf 2",,2014-12-17,,,,Acrylic on paper,"Verso: ""1389""",,Painting,21.75,16.0,,,,,,,
715,AT.P.0669,Aldo foundation,,"Rack 15, Shelf 2",,2014-12-17,,,,Acrylic on paper,"Verso: ""1387""",,Painting,21.75,16.0,,,,,,,
716,AT.P.0670,Aldo foundation,,"Rack 15, Shelf 2",,2014-12-17,Scultpture Design,,,"Acrylic, paper, and pencil on paper","C: ""The tension created by elements - fire and water - compresion - expansion."" LR: ""Feb 21/ 64 // Aldo Tambellini"" Verso: 2369",,Painting,23.0,35.0,,,,,,,
717,AT.P.0671,Aldo foundation,,Rack 15 shelf 2,,2014-12-17,,,,Acrylic and paper,"LR: ""Aldo Tambellini // April 13 64"" // Verso LL: 2207",,Painting,17.5,22.5,,,,,,,
718,AT.P.0672,Aldo foundation,,Rack 15 Shelf 2,,2014-12-17,,,,Acrylic and paper,"LR: ""Aldo Tambellini // April 18 64""",,Painting,17.5,22.5,,,,,,,
719,AT.P.0673,Aldo foundation,,rack 15 shelf 2,,2014-12-17,,,,Acrylic and paper,LR: Painted over signature,,Painting,17.5,22.5,,,AT.P.673.jpg,,,,
720,AT.P.0674,Aldo foundation,,rack 15 shelf 2,,2014-12-17,,,,Acrylic and paper,Verso: 2188,,Painting,17.5,22.5,,,,,,,
721,AT.P.0675,Aldo foundation,,rack 15 shelf 2,,2014-12-17,,,,Acrylic and paper,"LR: ""April 18/ 64"" // Verso: 2186",,Painting,17.5,22.5,,,,,,,
722,AT.P.0676,Aldo foundation,,rack 15 shelf 2,,2014-12-17,Ink Painting,,,Japenese Pen & India Ink on Paper,"LR: Sept 16 // ""I"" //"" AT 63""",,Painting,19.0,18.75,,,,,,,
723,AT.P.0677,Aldo foundation,,rack 15 shelf 2,,2014-12-17,Ink Painting,,,Japenese Pen & India Ink on Paper,"LR: ""Sept 16 // ""II"" // AT 63""",,Painting,19.0,18.75,,,,,,,
724,AT.P.0678,Aldo foundation,,rack 15 shelf 2,,2014-12-17,Ink Painting,,,Japenese Pen & India Ink on Paper,"LR: ""III Sept 16 // AT 63""",,Painting,19.0,18.75,,,,,,,
725,AT.P.0679,Aldo foundation,,rack 15 shelf 2,,2014-12-17,Ink Painting,,,Japenese Pen & India Ink on Paper,"LR: ""'I' 63 // AT Sept 16",,Painting,19.0,18.75,,,,,,,
726,AT.P.0680,Aldo foundation,,rack 15 shelf 2,,2014-12-17,Ink Painting,,,Japenese Pen & India Ink on Paper,"LR: ""'II' Sept 16 // AT 63""",,Painting,19.0,18.75,,,,,,,
727,AT.P.0681,Aldo foundation,,rack 15 shelf 2,,2014-12-17,Ink Painting,,,Japenese Pen & India Ink on Paper,Verso: Sept 16 63,Tear Lower Mid Center,Painting,19.0,18.75,,,,,,,
728,AT.P.0682,Aldo foundation,,,,2014-12-17,Ink Painting,,,Japenese Pen & India Ink on Paper,"LR: ""'I' Sept 15/ 63 // AT""",,Painting,19.0,18.75,,,,,,,
729,AT.P.0683,Aldo foundation,,rack 15 shelf 2,,2014-12-17,Ink Painting,,,Japenese Pen & India Ink on Paper,"LR: ""'I' Sept 15/ 63 // AT""",,Painting,19.0,18.75,,,,,,,
730,AT.P.0684,Aldo foundation,,rack 15 shelf 2,,2014-12-17,Ink Painting,,,Japenese Pen & India Ink on Paper,"LR: ""II AT. Sept 15 63""",,Painting,19.0,18.75,,,,,,,
731,AT.P.0685,Aldo foundation,,rack 15 shelf 2,,2014-12-17,Ink Painting,,,Japenese Pen & India Ink on Paper,"LR: ""'II' Sept 15 AT 63""",,Painting,19.0,18.75,,,,,,,
732,AT.P.0686,Aldo foundation,,rack 15 shelf 2,,2014-12-17,Ink Painting,,,Japenese Pen & India Ink on Paper,"LR: ""'III' AT. 63."" Verso Sept 15 63",,Painting,19.0,18.75,,,,,,,
733,AT.P.0687,Aldo foundation,,rack 15 shelf 2,,2014-12-17,Ink Painting,,,Japenese Pen & India Ink on Paper,"LR: ""'III' Sept 15 63""",,Painting,19.0,18.75,,,,,,,
734,AT.P.0688,Aldo foundation,,rack 15 shelf 2,,2014-12-17,Ink Painting,,,Japenese Pen & India Ink on Paper,"LR: ""'IV' Sept 15 63""",2 Tears RC,Painting,19.0,18.75,,,,,,,
735,AT.P.0689,Aldo foundation,,rack 15 shelf 2,,2014-12-17,Ink Painting,,,Japenese Pen & India Ink on Paper,"LR: ""'V' Sept 15 // AT 63""",,Painting,19.0,18.75,,,,,,,
736,AT.P.0690,Aldo foundation,,rack 15 shelf 2,,2014-12-17,Ink Painting,,,Japenese Pen & India Ink on Paper,"LR: ""VI Sept 15 // AT 63""",,Painting,19.0,18.75,,,,,,,
737,AT.P.0691,Aldo foundation,,,,2014-12-17,Sculpture Sketch,,,Acrylic on paper,"LL: ""I"" LR: "" 9 - 9 - 62 "" Verso 2036",,Painting,19.0,18.75,,,,,,,
738,AT.P.0692,Aldo foundation,,,,2014-12-17,Sculpture Sketch,,,Acrylic on paper,"LL: ""III"" LR: ""9 - 9 - 62""",,Painting,24.0,18.75,,,,,,,
739,AT.P.0693,Aldo foundation,,Rack 13 Shelf 3,,,,,"August 15, 1963",India Ink on Paper,,Signed,,,23.0,23.0,,AT.P.693.jpg,,,,
740,AT.P.0694,Aldo foundation,,Rack 13 Shelf 3,,,,,"August 15, 1963",India Ink on Paper,,,,,23.0,23.0,,AT.P.694.jpg,,,,
741,AT.P.0695,Aldo foundation,,Rack 13 Shelf 3,,,,,"August 15, 1963",India Ink on Paper,,,,,23.0,23.0,,AT.P.695.jpg,,,,
742,AT.P.0696,Aldo foundation,,Rack 13 Shelf 3,,,,,"August 15, 1963",India Ink on Paper,,,,,23.0,23.0,,AT.P.696.jpg,,,,
743,AT.P.0697,Aldo foundation,,Rack 13 Shelf 3,,,,,"August 15, 1963",India Ink on Paper,,,,,23.0,23.0,,AT.P.697.jpg,,,,
744,AT.P.0698,Aldo foundation,,Rack 13 Shelf 3,,,,,,Duco Enamel on Paper,,,,,29.0,21.25,,AT.P.698.jpg,,,,
745,AT.P.0699,Aldo foundation,,Rack 13 Shelf 3,,,,,,Duco Enamel on Paper,,,,,29.0,21.25,,AT.P.699.jpg,,,,
746,AT.P.0700,Aldo foundation,,Rack 13 Shelf 3,,,,,,Duco Enamel on Paper,,,,,29.0,21.25,,AT.P.700.jpg,,,,
747,AT.P.0701,Gifted,Gifted to Paul Tambellini,Shipping box 2,15000,,,,,Duco Enamel on Paper,,,,29.0,21.25,,,AT.P.701.jpg,,,,
748,AT.P.0702,Aldo foundation,,Rack 13 Shelf 3,,,,,"September 9, 1963",India Ink on Paper,,,,,20.0,20.0,,AT.P.702.jpg,,,,
749,AT.P.0703,Aldo foundation,,Rack 13 Shelf 3,,,,,"September 9, 1963",India Ink on Paper,,,,,20.0,20.0,,AT.P.703.jpg,,,,
750,AT.P.0704,Aldo foundation,,Rack 13 Shelf 3,,,,,"September 9, 1963",India Ink on Paper,,,,,20.0,20.0,,AT.P.704.jpg,,,,
751,AT.P.0705,Aldo foundation,,Rack 13 Shelf 3,,,,,"September 9, 1963",India Ink on Paper,,,,,20.0,20.0,,AT.P.705.jpg,,,,
752,AT.P.0706,Aldo foundation,,Rack 13 Shelf 3,,,,,"September 9, 1963",India Ink on Paper,,,,,20.0,20.0,,AT.P.706.jpg,,,,
753,AT.P.0707,Aldo foundation,,Rack 13 Shelf 3,,,,,"September 9, 1963",India Ink on Paper,,,,,20.0,20.0,,AT.P.707.jpg,,,,
754,AT.P.0708,Aldo foundation,,Rack 13 Shelf 3,,,,,"September 9, 1963",India Ink on Paper,,,,,20.0,20.0,,AT.P.708.jpg,,,,
755,AT.P.0709,Aldo foundation,,Rack 13 Shelf 3,,,,,"September 9, 1963",India Ink on Paper,,,,,20.0,20.0,,AT.P.709.jpg,,,,
756,AT.P.0710,Aldo foundation,,Rack 13 Shelf 3,,,,,"September 9, 1963",India Ink on Paper,,,,,20.0,20.0,,AT.P.710.jpg,,,,
757,AT.P.0711,Aldo foundation,,Rack 13 Shelf 3,,,,,"September 9, 1963",India Ink on Paper,,,,,20.0,20.0,,AT.P.711.jpg,,,,
758,AT.P.0712,Aldo foundation,,Rack 13 Shelf 3,,,,,"September 9, 1963",India Ink on Paper,,,,,20.0,20.0,,AT.P.712.jpg,,,,
759,AT.P.0713,Aldo foundation,,Rack 13 Shelf 3,,,,,"September 9, 1963",India Ink on Paper,,,,,20.0,20.0,,AT.P.713.jpg,,,,
760,AT.P.0714,Aldo foundation,,Rack 13 Shelf 3,,,,,"September 9, 1963",India Ink on Paper,,,,,20.0,20.0,,AT.P.714.jpg,,,,
761,AT.P.0715,Aldo foundation,,Rack 13 Shelf 3,,,,,"September 9, 1963",India Ink on Paper,,,,,20.0,20.0,,AT.P.715.jpg,,,,
762,AT.P.0716,Aldo foundation,,Rack 13 Shelf 3,,,,,"September 9, 1963",India Ink on Paper,,,,,20.0,20.0,,AT.P.716.jpg,,,,
763,AT.P.0717,Aldo foundation,,Rack 13 Shelf 3,,,,,"September 9, 1963",India Ink on Paper,,,,,20.0,20.0,,AT.P.717.jpg,,,,
764,AT.P.0718,Aldo foundation,,Rack 13 Shelf 3,,,,,"September 9, 1963",India Ink on Paper,,,,,20.0,20.0,,AT.P.718.jpg,,,,
765,AT.P.0719,Aldo foundation,,Rack 13 Shelf 3,,,,,"August 22, 1963",India Ink on Paper,,,,,20.0,20.0,,AT.P.719.jpg,,,,
766,AT.P.0720,Aldo foundation,,Rack 13 Shelf 3,,,,,"August 22, 1963",India Ink on Paper,,,,,20.0,20.0,,AT.P.720.jpg,,,,
767,AT.P.0721,Aldo foundation,,Rack 13 Shelf 3,,,,,"August 22, 1963",India Ink on Paper,,,,,20.0,20.0,,AT.P.721.jpg,,,,
768,AT.P.0722,Aldo foundation,,Rack 13 Shelf 3,,,,,"August 22, 1963",India Ink on Paper,,,,,20.0,20.0,,AT.P.722.jpg,,,,
769,AT.P.0723,Aldo foundation,,Rack 13 Shelf 3,,,,,"August 22, 1963",India Ink on Paper,,,,,20.0,20.0,,AT.P.723.jpg,,,,
770,AT.P.0724,Aldo foundation,,Rack 13 Shelf 3,,,,,"August 22, 1963",India Ink on Paper,,,,,20.0,20.0,,AT.P.724.jpg,,,,
771,AT.P.0725,Aldo foundation,,Rack 13 Shelf 3,,,,,"August 22, 1963",India Ink on Paper,,,,,20.0,20.0,,AT.P.725.jpg,AT.P.725b.jpg,,,
772,AT.P.0726,Aldo foundation,,,,,,,"August 22, 1963",Inida Ink on Paper,,,,20.0,20.0,,,AT.P.0726.JPG,,,,
773,AT.P.0727,Aldo foundation,,,,2017-02-06,,,"August 22, 1963",India Ink on Paper,,,,20.0,20.0,,,AT.P.0727.JPG,,,,
774,AT.P.0728,Anna,Anna,India Ink on Paper,,,,,"August 19, 1963",India Ink on Paper,,,,,23.0,23.0,,AT.P.728.jpg,,,,
775,AT.P.0729,Anna,Anna,India Ink on Paper,,,,,"August 19, 1963",India Ink on Paper,,,,,23.0,23.0,,AT.P.729.jpg,,,,
776,AT.P.0730,Anna,Anna,India Ink on Paper,,,,,"August 19, 1963",India Ink on Paper,,,,,23.0,23.0,,AT.P.730.jpg,,,,
777,AT.P.0731,Anna,Anna,India Ink on Paper,,,,,"August 19, 1963",India Ink on Paper,,,,,23.0,23.0,,AT.P.731.jpg,,,,
778,AT.P.0732,Anna,Anna,India Ink on Paper,,,,,"August 19, 1963",India Ink on Paper,,,,,23.0,23.0,,AT.P.732.jpg,,,,
779,AT.P.0733,Anna,Anna,India Ink on Paper,,,,,"August 19, 1963",India Ink on Paper,,,,,23.0,23.0,,AT.P.733.jpg,,,,
780,AT.P.0734,Anna,Anna,India Ink on Paper,,,,,"August 19, 1963",India Ink on Paper,,,,,23.0,23.0,,AT.P.734.jpg,,,,
781,AT.P.0735,Anna,Anna,India Ink on Paper,,,,,"August 19, 1963",India Ink on Paper,,,,,23.0,23.0,,AT.P.735.jpg,,,,
782,AT.P.0736,Anna,Anna,India Ink on Paper,,,,,"August 19, 1963",India Ink on Paper,,,,,23.0,23.0,,AT.P.736.jpg,,,,
783,AT.P.0737,Anna,Anna,India Ink on Paper,,,,,"August 19, 1963",India Ink on Paper,,,,,23.0,23.0,,AT.P.737.jpg,,,,
784,AT.P.0738,Aldo foundation,,Rack 13 Shelf 4,,,,,"September 9, 1963",India Ink on Paper,,,,,23.0,23.0,,AT.P.738.jpg,,,,
785,AT.P.0739,Aldo foundation,,Rack 13 Shelf 4,,,,,"September 9, 1963",India Ink on Paper,,,,,23.0,23.0,,AT.P.739.jpg,,,,
786,AT.P.0740,Aldo foundation,,Rack 13 Shelf 4,,,,,"September 9, 1963",India Ink on Paper,,,,,23.0,23.0,,AT.P.740.jpg,,,,
787,AT.P.0741,Aldo foundation,,,,,,,,,,,,,,,,AT.P.741.jpg,,,,
788,AT.P.0742,Anna,Anna,,,,,,,,,,,,,,,AT.P.742.jpg,,,,
